Review Title,Review Text
Fair,Touch problem
Super!,Very good products
Fabulous!,The very power full processor SD865 Super phone
Very Good,Nice products
Must buy!,Best gaming phone under 20000 i have used ever
Great product,Awsome
Simply awesome,Amazing
Absolute rubbish!,Bad experience... After 6 months I started having auto switch off and screen flickering issue!!! Related to motherboard 😢
Awesome,Excellent phone ✌️✌️✌️✌️Camera -3.0/5.0Display-5.0/5.0Performance -5.0/5.0 BGMI HIGHEST RESOLUTION - HDR+ EXTREME
Hated it!,Third class product and third class service also.
Great product,Amazing
Terrific purchase,Good
Good choice,Good
Worth the money,Overall  product  is goo
Wonderful,It's nice
Terrific,Very good and nice for gaming
Classy product,Excellent Product....
Brilliant,Nicee
Excellent,Good
Fair,Very poor camara & os not optimised lots of bugs.....
Worth the money,Worth for the monkey paid.
Perfect product!,Good
Hated it!,If i could give negative rating i would have given it that. Such third class product with classless service whose motherboard is being damaged just after six months of moderate usage. Will never recommend poco and xiaomi products in my lifetime ever. Horrible experience.
Worth every penny,Best Gaming phone under 16000
Good choice,AMAZING SMART PHONE 📱
Mind-blowing purchase,Good
Really Nice,Good product with SD premium processor at this price. Display could have been better with Amoled screen
Fabulous!,Awsome phone at this price....
Fabulous!,Gaming phone
Fabulous!,Best for performance value for moneyBest picture quality overall performance is good 👍
Great product,Ok
Not recommended at all,Loong time use not proper work very bugs
Delightful,Good
Worthless,Good performance but after 5 months motherboard damaged.Not value for money.Poco motherboards are very bad.
Delightful,Best phone
Very Good,Good product in this price range
Worth every penny,Very good performance ever battery life a alote  . Sounds qualities  also best
Good choice,Overall all a good one device but a clear suggestion that if you are a Gamer nd searching for a device then it will be perfect for you but for looking for camera centric then this is not made for you
Good quality product,Nice phone
Good choice,Very good mobile.you are really a normal user its battery becomes atleast 2and 1/2 days .Camera works very well natural colors.
Great product,"If u r lukin for performance this is the phone u need. At this price range it is awesome, camera is ok, battery life is satisfactory, display is ips lcd not oled but performance is wow, bgmi goes to ultra, ml goes to ultra, cod ultra, genshin impact too goes to the highest but has a little heating problem apart from that everything is awesome at this price range"
Good,Camera is perfect
Terrific purchase,Best gaming phone😍😍😍😍📱😍📱😍📱😍
Classy product,Osm
Simply awesome,"The device is great 😊Performance is extremely best Even bester then all devices in this range of priceYou should go for this amazing device❤..Now,I am writing the review of this device after  6 month of use ... In one word this device is amazing yrr go for it ...it's camera was also not a such bad for selfies...and it's very good in capturing nature images like trees, sun , monuments ,etc"
Super!,Best smartphone
Pretty good,"It's very good phone for performance but sometimes we get to see lagging in the phone like fps dropping and Its battery life is seldom ok but u can go with this phone, and I don't like its battery that's why I'm giving 4 star."
Good quality product,Camara super 👌 battery life 👍
Pretty good,Super
Not recommended at all,Very poor performance battery dring  issue  and heating issue  very poor performance
Worst experience ever!,Touch issues. Camera is poor. Don't buy this for gaming or camera. Useless phone. I'm using it with Pixel Experience OS because MIUI is also bulky and full of bugs.
Pretty good,Good
Pretty good,Good.
Delightful,The phone is very good and the performance is great but the camera quality is not that great it's pretty average
Unsatisfactory,Tumble’s mari irukku weight
Horrible,Selfy/front camera quality is very very poor.
Wonderful,Very nice
Absolute rubbish!,Don't by this mobile boath mistake .1.lag issues2.call sensor not working properly3.heating issues4.no default call recording5.caller ringtone not in separate contacts
Nice product,Except the battery. other all are good
Mind-blowing purchase,Nice
Must buy!,Awesome
Terrible product,Online is very very bad
Delightful,Phone is good but camera quality is ok ok..
Best in the market!,Best smart phone under this ranage
Best in the market!,Awesome phone
Very Good,"Worth every penny,👍👍👍👍"
Fair,When we played games like free fire and bgmi...the phone is getting lag after som times..and struggles in video recording and apps opening..
Super!,Wow... Gaming ph
Terrific,Nice mobile gaming
Excellent,Super But battry so draing
Mind-blowing purchase,Super phone in 20k
Best in the market!,Super mobile
Awesome,Nice device. I lovedI happy. Thanks Xiaomi
Hated it!,Very bad experience . The motherboard got damaged within 4 months.
Mind-blowing purchase,Super
Wonderful,"Only low budget gaming. Don't expect the most powerful experience, & good phone."
Worth the money,Osome
Excellent,Phone is super when credit card applied
Classy product,Best phone in reasonable price. Good quality of camera and speakers
Moderate,Hanging and freezing or battery performance is poor performance is not expected.
Brilliant,Poco x3 pro has extreme battery backup and fastest processor.  Best phone under 20000
Terrific purchase,overall good
Terrific,It very good phone in budget 19000
Terrific purchase,love it. Best budget phone.
Hated it!,Very bad experience. Don't buy this. After 5 month it doesn't work. Phone will hang too much in a day. And today it would not in working condition. Phone will not on at all. Honestly review don't buy this phone waste of money.
Useless product,Plzz dont buy it the company has used very cheap components
Excellent,Good
Great product,Must buy id your budget is under 21k Or 20k
Brilliant,Very nice mobile
Nice,Battery backup not so good
Simply awesome,Superb all performance is excellent
Highly recommended,Wow 💕
Hated it!,wasted phone
Pretty good,Good
Moderate,"Ghost touch problem, Multi-touch problem while playing bgmi, Worst phone ever, i will Never buy poco phones again and also won't recommend anyone🤬🤬🤬🤬🤬"
Worth every penny,Good phone. Very solid
Terrific,Excellent mobile in this budget powerfull processor
Terrific,Impeccable in Performance.Pretty happy with flipkart delivery service .Flipkart love you and keep rocking
Really Nice,I purchased it for flagship experience with sd 860 and it is really upto the mark. Very good phone but display used in the Indian version is lower quality than global version and the firmware used in the update of miui 12.5 is very bad. Many devices has been hardbricked due to the update. Xiaomi please solve the firmware issue in next update else you will lose market to IQOO. Camera is ok.
Awesome,Super Dupar
Pretty good,Okay it is good
Terrific purchase,"The phone is very good,highly recommended"
Good quality product,Very nice phone in this range
Useless product,Ok ok
Unsatisfactory,Poco x3 pro is not good
Awesome,Beast for gaming but it works exellent only when your room's temperature is below 29degree celcius
Terrific purchase,Nice
Very Good,Super
Mind-blowing purchase,Super mobile
Simply awesome,Amazing phone
Brilliant,It's just wow.It's just like a dream to get Snapdragon 860 processor in this price rangePerformance is greatIf you wanna purchase phone under 20k just go for it.
Pretty good,Good Mobile
Terrific purchase,"I am writing this review after 4 months usage.Overall performance is good But camera is not upto markHeating issue is there..It is good for daily usageBattery backup is very good.It takes one hour for full charge..There is no lag or no struck while using multiapps.Network signal is very good.Best mid range price mobile.I played pubg and asphalt 9 games in this mobile, there is no lag."
Awesome,Hi me Shivam this the best performance phone
Hated it!,Good phone in this price range But their are some bugs in this phoneSome times camera don't workIam using this phone for 1 monthBattery performance is goodThink before buying..
Fair,Display is not upto the mark
Worth the money,"Good, thank god the product is good, otherwise there is no way to return or replace on flipkart."
Worth every penny,Amazing👍😍 performance
Perfect product!,Poco x3 pro so best please purchase all family👪👪👪 bye
Awesome,Phone is beast overall speaker is awesome op product
Just okay,"Camera isn't that good, it's a way to sharp and post processing is also not that great. Even though I don't use it for heavy gaming, I faced minor lags in performance."
Great product,Super
Really Nice,Gud phone but price high
Terrific,Besht phone 📱
Best in the market!,Very nice
Value-for-money,"Overall a nice device considering the price. Got it cheaper during sale. Nothing about this device is exceptional (except the performance). That's totally fair as it's just a budget device and you can't expect flagship level camera or user experience from this. If you need a phone for daily use or performance that is also average in other things annd that won't break your bank, get this."
Brilliant,so nice
Brilliant,Good
Terrific,Performance is excellent
Decent product,Display has touch issues
Brilliant,Nice
Absolute rubbish!,When that ph motherboard dead nobody don't i am face the problem in only 6 month my phone is dead and service center repairing time 10 days
Nice product,Good looking phone & multitasking is very smooth
Delightful,Nice
Nice,Volume button is broken
Fabulous!,Awasome phone at good price
Fabulous!,Awesome Product👍👍👍
Nice product,Nice
Great product,Good.. Sound.. Is much more
Delightful,Overall good mobile with excellent camera and super performance
Must buy!,Good product
Absolute rubbish!,"""""Hard brick"""" In use of 1 month don't buy this phone"
Great product,Love ❤ it
Worth the money,Ok
Expected a better product,Camera picture quality not upto the mark and phone started switching off suddenly after automatically ringing.
Very poor,"New update make it worst phone returned it in 4 days of usage. Dont buy in any cost, faced so many problem in these 4 days, if u want it for bgmi simply don't buy"
Terrific,Camera's good(not that good) if you're worried about itAnd the rest of the things about this phone you needn't to worry about it
Absolute rubbish!,Screen touch problem ofter 4 month
Worth every penny,Go for it. Value for money.In this budget this product is very promising.
Fabulous!,Very good
Really Nice,Good
Value-for-money,Gud
Just wow!,Good
Decent product,It's good
Expected a better product,Very bad
Wonderful,Good phone
Decent product,Worst camera
Wonderful,Good
Best in the market!,Really Awesome
Good choice,This phone is a performance beast. No doubt about it but few things to consider. There are few niggles with OS. 1. You can't record all Calls Automatically. You can either record mannually each call Or you can record unknown numbers only. contacts you add to the recording list will be recorded auto no option for auto recording all calls. It is annoying if you work in office because sometimes u need to listen again what was the directions and if u forget to record then it's painful. 2. ...
Terrific purchase,Nice phone...
Nice product,Its a good mobile phone but have heating issues. Expecting to be corrected by upcoming updates.
Excellent,This is amazing product Just poco X3 pro🥰🥰
Terrific,Happy
Wonderful,Good
Wonderful,Nice product
Excellent,Power⚡💪 full device
Super!,Dream achieved 💥😌
Awesome,Full pubg gameing mobile
Brilliant,Good 👍👍
Delightful,Good very good
Wonderful,"After one use i recommend for those people,need beast device for game or heavy and multiuses,But in camera quality it is average not good not bad"
Very poor,The fivice stopped worki g after 6 minths
Fabulous!,Outstanding.....
Excellent,"Best phone budget range!Game lover chose it!No laging issue this device!Smooth game playing,better experience for online games!I loved it so much!"
Wonderful,Very nice colour
Awesome,Wonderful Mobile..its best
Wonderful,Nice
Worth every penny,Nice
Just okay,Better
Wonderful,Best phone for the gaming user.
Wonderful,Nice phone. But hitting ISU
Hated it!,Worst mobile .......
Simply awesome,Very good 👍
Value-for-money,Good product
Simply awesome,Nice 👍😊
Awesome,good
Perfect product!,This is really awesome experience
Waste of money!,Low quality phone only cheap phone user could like this phone.
Really Nice,Ok
Wonderful,The phone is so good for bgmi if you are changing a low end device to this phone this phone will be a beast gaming phone for competitve players and value for money
Mind-blowing purchase,In 19k this mobile is outstanding performance Love it this price segment
Simply awesome,Gud product battery back up gud I'm using for 14 hoursDisplay gud clarity camera also gud
Just wow!,Good
Value-for-money,Performance wise very good. display clarity and brightness not bad but personally I'm not satisfied  and also camera clarity
Moderate,Camera quality poor 😅Processor medium 🙂
Excellent,"Great phone, excellent for gaming but device optimisation is not good"
Highly recommended,Good
Terrific,This is amazing unbelievable gaming experience in this
Brilliant,Excellent
Terrible product,I am facing Display problem
Wonderful,Power full phone
Just wow!,Osm smartphone at this price for gaming value for money
Really Nice,Good
Does the job,thanks to flipkart
Pretty good,Owsm
Brilliant,Excellent
Super!,"Charging is slow compared to turbo charging. In 15 Minutes,it only gets charged 30/35 % MAX. Before I have been used realme. It's charging time is taken only 30 min to full charge. Charging is slow compared to other TOURBO CHARGING phones. Rest of the features are good. Good battery backup, camera clarity, speed,good sound clarity speakers ,Smooth touching,finger sensitive 👌. Good wide angle cam with stabling. Charging wants to improve more. Other than charging, I am satisfied with thi..."
Terrific purchase,Very nice
Brilliant,Nice phone
Highly recommended,The display should be super amoled
Brilliant,Very good
Pretty good,CAMERA! I was unsatisfied with camera! Camera performance is 3/5Screen brightness is bit low!! Battery is good! Performance is good!!If you are searching for a camera phone I won't recommend this!!But if it is for gaming and performance this phone is the BEAST is this segment!!!
Very Good,Game play bgmi 😊❤️👍
Worst experience ever!,DON'T BUY THIS PHONE STAY ALERT!!THIS MOBILE WILL BE DEAD WITHIN A YEAR POOR PRODUCT POOR POCO INDIAN SERVICES. DON'T WASTE MONEY
Classy product,Good performance.. Nice sound.. Bt just vibration on body while playing sound
Expected a better product,I'm using poco x3 pro from past two months and observed bugs in software. Also battery is just ok as battery charging dropped easily while watching movies/ playing songs. Bugs: date not getting updated on calendar icon.
Best in the market!,Most value for smart phone in prize reng
Fabulous!,Good phone
Best in the market!,Fine
Pretty good,Very good product
Simply awesome,Nice and perfect phone
Good,Good but nat performance 865
Good quality product,If ur a gamer than go for it without thinking u won't regert!
Mind-blowing purchase,"The display is good for an LCD but it's still not an amoled. Other than that the MIUI is a little irritating, but the Phone performs well despite the heavy OS and it has the greatest battery and good camera"
Terrific,Nice
Just wow!,Nice phone in this price Good Battery backup 👌Smooth displayOverall good performance👍
Wonderful,"First experience about POCO mobile , hope so it will be great"
Simply awesome,Great
Fabulous!,It is good
Wonderful,Good phone under 20k👍
Great product,I love this mobile.it is the best mobile for gaming in this price range.battery life is awesome it takes 1 hour 25 mins to full charge.display brightness is average but quality in dark place is v good.camera is average but in this price range its ok.But most irritate think is vibrate in back panel when increase the volume to max.over all best beast phone in this price range.
Excellent,Mind blowing phone
Must buy!,Super 💝
Perfect product!,very nice phone and thanks
Pretty good,Good
Good,Nice
Good choice,Product good
Perfect product!,Performance is VeryGood battery life is GoodCamera is Best Pic Capture120Hz Refresh Rate Is Very Good
Wonderful,Thanks flpcard
Excellent,Cool Mobile & Best for GAMING ...
Terrific,Good
Mind-blowing purchase,"I just love this phone for performance no lag. Battery life is also good, camera Quality is Super 48M , 120 refresh rate working osm , value for money product."
Fabulous!,Unbelievable performance at this price range
Bad quality,Worst mobile. Camera to bad.
Highly recommended,Overall Satisfied with the product..
Worth the money,Excellent
Perfect product!,Best mobile for money...go for it
Very Good,Goid
Terrific purchase,Amazing product
Awesome,If you want some high performance but you can compromise 5g network then it's a best one out there in the market
Expected a better product,Sound and camera nit not as expected
Really Nice,"Review after 10 monthsSmooth performance+battery+premium look,good cam,But bug issue need to be fixed.Over all great phone under 20K"
Must buy!,Best
Perfect product!,Best best...
Excellent,"Very good phone, satisfaction with all features."
Don't waste your money,I bought  poco x3pro 7 months ago now the mobile gets board problem  I'm totally dissapointed on this mobile the new board price is 12000
Great product,"Awsm performance ❤️ syatavanga phone , Ekdom chumu😚"
Terrific,Superb
Pretty good,Good.
Must buy!,Cheap and best
Don't waste your money,Touch is not working properly
Mind-blowing purchase,It is a phone with very good camera. It charges super fast. DISPLAY IS ALSO nice. Best to buy !
Really Nice,Good phone in this price range but have heating problem
Classy product,Good
Worth the money,Gud as per price
Not good,Charging problem
Nice product,Superb quality
Nice product,Good bt camera is  not so good
Nice,Good
Slightly disappointed,Camera quality need some more clarity for the money
Wonderful,Very good
Fabulous!,Very good price and bast prdakt
Simply awesome,One of the best mobile
Classy product,The performance of the mobile is very goodYou can't even imagine.. Just go for it
Worst experience ever!,"Reviewing after 3 months of use.Features are not as expected.Battery performance is very poor. 100 to 20 % in 3 hours, with normal use."
Worth every penny,"Just goo for this device . Specially for gamers.I am using this device for more than a month with an average of 5 -6 hours of daily gaming. Altough i have never experienced any lag ,hang but the device gets heat up after a certain short period of gaming .......(bought this Specially only for bgmi .... )"
Perfect product!,Great product
Bad quality,Update bad performance
Best in the market!,Super
Very poor,"After 20 days of useage , battery heating and all sensors are not working , proximity sensor is not working , compass is not working , NO value of 17000"
Really Nice,Everything is fine until it comes to sim modem.I suffered no connection for around 1 hour and finally bo issue till date.Besides everything is alright
Very Good,Good one
Worthless,Please don't buy this phone because poco use very cheap hardware in this phone if you buy this phone your phone will definitely dead and company charge around 12 k for repair motherboad please this is my honest review don't buy this phone save your money 😠😡😡
Pretty good,Good
Excellent,Very nice 👍🏼
Value-for-money,Good
Mind-blowing purchase,Very good
Delightful,The Phone is working fine. One issue is Home screen Wallpaper Zoom in issue
Very Good,At this price it not suggested to buy . But compared with others it is recommended to have it ....
Wonderful,Nice phone the best phone 20k
Wonderful,Nice phone
Wonderful,Good
Must buy!,Very nice gaming phone
Just wow!,Good gaming phone
Really Nice,Good product 👌 fastly delivered by flipcart.Thanks to flipcart for given offer to purchase at lowest price 15k
Best in the market!,THIS IS A BEST GAMING PHONE FOR GAMERS WHO PLAYS FREE FIRE AND OTHER GAMES IF YOU WANT A GAMING PHONE THEN BUY POCO X3 PRO BUT ONE QUESTION HOW MANY CAN I PLAY FREE FIRE IN THIS MOBILE PLEASE GIVE THE ANSWER.
Wonderful,Worth for money 💸
Utterly Disappointed,Waste of money
Classy product,Very good budget phone
SOCHO MAT LELO,one of the best phone money can buy beast level performance90fps in pubg is so easy for this phone camera is also good display is soo good 120hz look so awesomefinger unlock is sooo fastbattery is good and can last all day33W charging is good it take 30min to charge 50%display is bigspeaker is sooooooooo loud god level speakerbest for gaming software has soo many featuresled light in it is so usefulufs 3.1 is so fast it open pubg in 10 seconds
Worth the money,Best mobile bro
Great product,Best smart phones at this price pool..love it😍🤩🤩
Perfect product!,Value for money
Terrific,over all good i can't like selfi
Unsatisfactory,Don't buy this phone for Gaming like BGMISo much lag
Excellent,This mobile very heating mobile hang prblm very bad  iam unlucky don't purchase this mobile
Terrific purchase,Best Procesor and gaming experience in this phone . Camera is too good ..... refresh rate of screen very good and battery life is also good . Myself use this phone 1 month . Thank you flipkart for this item .
Worth every penny,Value of mobile best gaming phone
Awesome,Phone is good but Bgmi hiting isssu 12.0.4 version  But nice
Excellent,Just Awesome!!💖💖
Wonderful,This is the best phone i have ever used ❤.... Very nice performance...go for it without any hesitation 🔥... Just amazing...
Horrible,Very bad performance screen not work proper don't buy plzz don't buy popo x3 pro dirty products
Classy product,Best phone in this price for gaming.
Wonderful,Good phone Velu for money
Utterly Disappointed,Phone is dead within 6 months.. never ever purchase this phone... Try other brands I have very bad experience with Xiaomi's sub brands.. phone wasn't optimised at all so if you think you'll get a great gaming experience then you are absolutely wrong you'll find it good till 1 month after that you'll find this phone is just a piece of junk....
Just okay,Battery backup avg .. over-all gud performance
Highly recommended,Good
Simply awesome,Very good
Simply awesome,Good
Must buy!,Display good
Really Nice,Nice phone.
Nice product,"It's a good phone, overall."
Perfect product!,All featured are best for users. Thanks POCO for manufacturing such featured phone.
Super Phone!!,Excellent phone. Better to say superphone by performance and price.
Awesome,It was superb device to pubg or bgmi
Perfect product!,Good
Classy product,Good
Terrific,powerful processor
Good choice,Okay
Classy product,Awsome purchase ..❤️
Worth every penny,Good product camera is also good because of sony IMX sensors performance is mind blowing 🔥
Excellent,It is really very nice
Wonderful,Sometimes touch problem is faced but i love this phone getting beast processor in low price it is very good
Highly recommended,Nice phone
Wonderful,Camera is decent
Brilliant,Just value for money
Terrific,Please give me 90 fps on BGMI 😜 all good just don't update your device
Highly recommended,Good
Terrific purchase,Nice product 👍
Classy product,Honestly it's in an awesome mobileExcellent performanceWorth for pubg🔥Best mobile for this segment
Does the job,Good as it's price
Just wow!,Best mobile in poco
Great product,Good
Wonderful,Worth to buy 🔥
Does the job,.it's a good only I mean ..this is best in this price rang
Wonderful,Liked it
Terrific,Thank You pocoAnd thank you Flipkart
Brilliant,"Max value for money achieved.Get the 6gb,128gigs phone in cheaper price with good build quality and really fast charging.And it's fast and doesn't hang. I have tested with games like mortal combat."
Utterly Disappointed,BGMI is not working properly
Really Nice,"Good CPU,GPU performance👌Camera descent performance😐Battery good performance👌Stereo Speakers 👌"
Good choice,Good quality
Simply awesome,Very good
Fabulous!,Good product 👍
Terrific purchase,So smooth
Waste of money!,"This mobile is built using low quality materials. Don't buy if you need mobile not for gaming. They compromised all the components for the processor. Because of the high call volume, your ears will burn if speak for long and there is no fix for this. The back panel vibrates heavily and you will feel pain. Now a days, flipkart rejects all the replacement requests using the third party vendors. Fraud guy's."
Awesome,Performance is good
Wonderful,Beast 🔥
Classy product,Very nice
Best in the market!,Best device under 20k unbeatable performance. The performance is like 30k-40k flashchip phone
Just wow!,Very nice quality mid smart phone. For the price beat the quality and speed. Came nicely packaged time too cant complain. Only thing is I wish like SD860. And refresh rate. And moneyalso. And it is a budget phone. So any where I like the phone.
Pretty good,Go for it
Awesome,Money worth product
Brilliant,Under 20k Beast mobile 😍🥰😘
Fabulous!,Very good
Must buy!,Excellent performance and camera
Delightful,"Only gaming purpose you can afford this one , nothing great in this mobile..."
Fair,Charge quickly but drain quickly as well
Terrific purchase,Good product
Just wow!,This phone gaming parpes best choice no lag no frem drops 90fps gaming but camara west only gaming supper  jai pubg
Perfect product!,Its amazing 😍 n i think in this prize u found everything what u want
Good quality product,Very fabulous. No words to describe the best smartphone under 18999
Good choice,Good
Just wow!,Superb
Value-for-money,Best 📱🔥
Just wow!,Super 👌👌👌
Mind-blowing purchase,Very good product
Awesome,Super phone just go
Highly recommended,Good performance
Mind-blowing purchase,Good but poco or mi ui is not give all performance of Snapdragon 860 and don't updated the mi ui it will low your performance.
Fabulous!,Excellent phone
Not recommended at all,Heting issu very high
Perfect product!,Best performance related phone at this price range. Camera is average.
Wonderful,Good
Unsatisfactory,No signal at all after sim insertion
Mind-blowing purchase,Very nice product
Perfect product!,Naic
Worth every penny,Best performanceDevice
Best in the market!,Very good using mobile and no more extra
Really Nice,"Nice product, Camera should be better,"
Awesome,Allrounder performance
Mind-blowing purchase,Very good hand set.
Fabulous!,Awesome 😎
Classy product,Best phone in reasonable price. Good quality of camera and speakers
Moderate,Hanging and freezing or battery performance is poor performance is not expected.
Brilliant,Poco x3 pro has extreme battery backup and fastest processor.  Best phone under 20000
Terrific purchase,overall good
Terrific,It very good phone in budget 19000
Brilliant,I love this phone 😘😍
Must buy!,Nice
Decent product,Waste of money
Classy product,Outstanding
Wonderful,Best
Just wow!,In this price range it is a beast.
Good quality product,Nice phone
Mind-blowing purchase,Best phone in this price segment
Worth the money,Very good product & value for money
Fabulous!,"Performance beast, gaming phone.Awesome display and gaming graphics."
Pretty good,Good
Moderate,"Ghost touch problem, Multi-touch problem while playing bgmi, Worst phone ever, i will Never buy poco phones again and also won't recommend anyone🤬🤬🤬🤬🤬"
Worth every penny,Good phone. Very solid
Terrific,Excellent mobile in this budget powerfull processor
Terrific,Impeccable in Performance.Pretty happy with flipkart delivery service .Flipkart love you and keep rocking
Really Nice,I purchased it for flagship experience with sd 860 and it is really upto the mark. Very good phone but display used in the Indian version is lower quality than global version and the firmware used in the update of miui 12.5 is very bad. Many devices has been hardbricked due to the update. Xiaomi please solve the firmware issue in next update else you will lose market to IQOO. Camera is ok.
Awesome,Super Dupar
Pretty good,Okay it is good
Terrific purchase,"The phone is very good,highly recommended"
Good quality product,Very nice phone in this range
Simply awesome,Super love 😍 you Flipkart
Must buy!,Very nice phone 📱👍
Worth every penny,"Very good product ,I recomend for all of you"
Highly recommended,Superb
Pretty good,Gaming on point
Really Nice,It is good phone..
Mind-blowing purchase,NYC product
Brilliant,Super se sUpper
Terrific purchase,Good one Price lange.
Brilliant,Best quality product i like it  Thanks e cart
Terrific purchase,Awesome one😍😍😍
Terrific,Must
Worth every penny,Excellent
Nice,Very good without 12.5 update
Awesome,Ok
Best in the market!,Better performanceDecent cameraAverage battery life
Just okay,Little bit better product
Wonderful,All good except selfie
Good quality product,Nice 👍
Classy product,Fabulous
Just wow!,Nice phone
Good choice,Nice
Highly recommended,Excellent camera with side mounted fingerprint and comes with premium protection case
Value-for-money,"Performance are really amazing🤩, cameras are good, battery life is ok, worth to buy for gamers..."
Terrific,Fabulous Performance 👍
Must buy!,Good processor
Simply awesome,Amazing nice superb
Worst experience ever!,My main motive of taking poco phone is call recorder. Call recorder isn't available. So this not make me satisfied.
Nice product,Overall Good Device 👍
Really Nice,"After 20 days of usagePros - * processor is smooth i can do photos, videos and animation editing without an issue* Gaming is smooth though i uninstalled all the games after 2-3 days because i was getting only 8-9hours of SoT instead of usual 11-12hours and i don't want to charge 2 times a day* before this phone i was experiencing slow internet in my room but now it's ok because of the better network coverage of the SoC* I mostly use this phone for production as i mentioned in point one..."
Fabulous!,Not bad at all
Just wow!,Budget friendly rocking performance longer battery super display and big screen ..
Nice product,Nitght is best
Moderate,Not worth it I am disappointed with this product no battery life waste of money
Good choice,Good piace
Best in the market!,"Excellent sd860 processor, with in below 20k its awesome"
Perfect product!,Good 👍
Best in the market!,Middle
Good choice,"Amazing speed, great for multitasking. Battery performance is on the down end though fast charging helps a lot. Camera is decent. Do buy this phone if you wish to prioritise speed of operations over all else!"
Excellent,Nice for gaming Genshin impact lag
Great product,Processor goodCamera not badBattery good.. 😂😂😂
Brilliant,"Gaming 🎮 - Its a good budget gaming smartphone it can run bgmi at smooth, balanced, hd, hdr at extreme)(60fps) ultra hd to ultra fps so its a smartphone will give u good performance at gaming etc at performance i will give 5/5 Camera 📷  - poco x3 pro can video shoot upto 4k 30fps soon 60 fps support will come of 4k and 1080p 60 and 30 and 720p 30 fps and it has a good stabilisation too.. It has ai camera with hdr and 48mp, slowmo ,night mode, time lapse, long exposure, vlog etc rating 4/5..."
Must buy!,This item good
Terrific,Bab
Classy product,Best performing mobile phone with this specs and budget till now no issues with one month used
Terrible product,very bad customer satisfaction
Classy product,Poco x3 pro is very good camera is very very good fast change ❤️❤️❤️
Value-for-money,Good product but battery back up is enough good
Unsatisfactory,Bad quality company not trusted
Worth the money,Good product but when gaming the heating level is pretty high.
Mind-blowing purchase,Jod device
Highly recommended,"Phone is good but it was heating when i was watching Netflix and when i charged mobile , it only happened for 2-3 days now everything is working fine"
Good,Nice
Nice,"Overall good.Cons:1. Proximity sensor sometimes stops working.2. Screen brightness could have been better, can't see screen in outdoors during daytime.3. A bit heavy and bulky.4. Sound quality not up to mark."
Highly recommended,"Best phone, with best feature"
Pretty good,Good
Delightful,Nice phone under 20 k and performance next level
Good quality product,Superb
Fair,Pros:Good performanceCons:Average Camera. Touch not very responsive sometimes while browsing. Hollow sound at the back. MIUI bugs.It's good for the 15k price.
Best in the market!,The best phone under this price rangeI'm overwhelmed by the performance.
Does the job,Batrey backup not a good on pubg gaming
Just okay,Got this in 15749(6gb ram 128gb storage.For this price range this one is  good for 🎮. Camera and screen is not good in this phone. Screen is not that bad. 3.4/5 ⛧
Awesome,Nice products you should by it
Worth the money,Nice phone
Terrific,good product
Great product,Nice mobil
Must buy!,Good
Terrific,Gud
Just wow!,I like this phone.... Battery quality is too good ❤️
Mind-blowing purchase,Love ❤it
Absolute rubbish!,"Device does not support airtel sim. I tried so many times by changing the sims in altered slots, but no solution. Did anybody face this problem like me?  Worst phone ever I purchased. Totally money wasted!!!"
Really Nice,Nice Pic click by poco x3 pro
Good choice,Value for money
Nice,Not as expected from him
Brilliant,Good phone
Wonderful,Good
Worthless,Not satisfied phone camara issue battery issue
Awesome,Worth the money.You can trust in Poco x 3 pro.
Not recommended at all,"Game mode is not responding while playing gamesFor example if a call comes its going back to home screen, camera performance is bad"
Just wow!,"If u r thinking to take this phone for gaming.... Go for it..... But but but .... Don't update the phone..... Becoz u u update this phone, it will decrease its performance.... My recommendation is that do not update this phone upto 1 year.... After the warranty expires of this phone, install custom rom...... U will surely get a lot better performance... The phone will give u its full potential...🔥👌."
Good,Good only 4 gaming
Super!,The ok
Wonderful,Good mobile
Highly recommended,One of best phone. Camera and  Battery performance is very good.
Wonderful,Good ☺️
Super!,"This thing Is absolutely Beast.!!!! Best dual speakers, The sound is really the loudest. And 120hz super smooth display is the cherry on top. !!!! Absolutely worth the price"
Simply awesome,Good for gaming and photography....................... Must buy
Terrific purchase,Good
Fabulous!,Very good
Does the job,This phone is Beast for Gaming❤️ like Bgmi
Classy product,Good products
Good choice,Excellent product
Fabulous!,Gaming🎮 mobile
Super!,Very nice for photos and videos
Just okay,Good
Great product,Its a gameing phone
Classy product,Nice phone
Classy product,Nice 😊 mobile in gaming🎮 ❤❤
Delightful,#1 for Gaming. We will get constant 60FPS.Nice mobile and the camera are average.
Terrific,Nice mobile
Excellent,All good 👍
Awesome,Good
Perfect product!,This photo nice
Simply awesome,Beast phone in this price range🥰
Did not meet expectations,Average
Bad quality,Battery backup is bad
Highly recommended,Amazing mobile
Terrific purchase,Awesome mobile
Good quality product,"Overall Everything is good, I want india to build Great mobiles..."
Wonderful,I loved this product
Pretty good,Good product in this range the only problem is getting heat while playing games
Good choice,Good
Best in the market!,Finger print sensor is not Soo good it works 5 out of 10 times properly and laggy UI and web browsing as expected from MIUI
Good quality product,Good
Super!,Nice products
Wonderful,Camera result is not as expected. Performance wise it is good.Overall 4/5
Terrific purchase,Ultimate
Nice,Best options for this price range
Awesome,Fast and smooth experience
